"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CH","2019-09-03","85.1",-3.51476664138441,5.21960483555571,"Max Scherzer",643446,453286,"null","foul",,,,,"13","null","R","L","R","WSH","NYM","S","null","null",0,0,2019,-1.53276901028221,0.179578853004809,"-0.98","2.27","null","null","null",2,3,"Top","null","null",,,"435559",,"190903_234934",8.93642635266878,-123.726704503269,-1.02544604748428,-17.2787290893761,21.9648620385079,-30.3591200300491,3.47,1.68,"null","null","null",85.007,"1580",6.031,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.4682848297846,"null","null","null","null","null","null","null",19,"1","Changeup",1,0,0,1,0,1,0,1,"Standard","Standard"
"CH","2019-09-03","84.4",-3.2892398638794,5.29928726277218,"Max Scherzer",594798,453286,"field_out","hit_into_play",,,,,"5","Jacob deGrom grounds out, first baseman Matt Adams to pitcher Max Scherzer.  ","R","L","R","WSH","NYM","X",3,"ground_ball",1,1,2019,-1.09232816054127,0.400405522746859,"0.25","2.74","null","null","null",1,3,"Top","154.52","170.00",,,"435559",,"190903_234848",10.3914819379718,-122.639531403038,-0.436187854256952,-12.9468861027521,21.8320998799675,-28.2224598008718,3.52,1.8,"5","86.6","-35",84.695,"1557",6.337,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.1621309448979,"0.052","0.047","0.00",1,0,0,2,18,"3","Changeup",1,0,0,1,0,1,0,1,"Standard","Standard"
"CU","2019-09-03","80.2",-3.46550848494465,5.54146230310986,"Max Scherzer",594798,453286,"null","ball",,,,,"11","null","R","L","R","WSH","NYM","B","null","null",0,1,2019,0.729437407574268,-0.592806370399912,"-1.50","2.78","null","null","null",1,3,"Top","null","null",,,"435559",,"190903_234827",2.96996205826691,-116.781240169813,1.58423618366848,6.05296472771409,19.9318831214274,-38.0023958406727,3.58,1.88,"null","null","null",79.646,"2860",5.659,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.840527836083,"null","null","null","null","null","null","null",18,"2","Curveball",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2019-09-03","93.9",-3.35266156929833,5.39419746713778,"Max Scherzer",594798,453286,"null","foul",,,,,"11","null","R","L","R","WSH","NYM","S","null","null",0,0,2019,-1.02961380295922,1.11527834071177,"-0.46","3.79","null","null","null",1,3,"Top","null","null",,,"435559",,"190903_234808",9.63956115178473,-136.455893849189,-0.906474704423317,-14.6520910481661,26.3715519977825,-18.3530050757771,3.61,1.88,"null","null","null",93.632,"2329",5.934,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5650564326224,"null","null","null","null","null","null","null",18,"1","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"CH","2019-09-03","84.6",-3.50909697322615,5.42810619863384,"Max Scherzer",641645,453286,"strikeout","swinging_strike_blocked",,,,,"14","Luis Guillorme strikes out swinging, catcher Kurt Suzuki to first baseman Matt Adams.  ","R","L","R","WSH","NYM","S",2,"null",0,2,2019,-1.24044533994305,0.113374874178727,"0.02","0.64","null","null","null",0,3,"Top","null","null",,,"435559",,"190903_234737",10.521252286015,-122.639757762644,-4.97159908261749,-14.3199231424151,22.9801267929121,-30.3414587912786,3.23,1.51,"null","null","null",83.796,"1525",5.853,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.6466384089123,"null","null","0.00",1,0,0,"null",17,"3","Changeup",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2019-09-03","93.9",-3.50721256256658,5.3809468589055,"Max Scherzer",641645,453286,"null","foul",,,,,"1","null","R","L","R","WSH","NYM","S","null","null",0,1,2019,-1.18103656192049,1.36375064406042,"-0.54","2.94","null","null","null",0,3,"Top","null","null",,,"435559",,"190903_234710",10.0686289436528,-136.30156572774,-3.50550619204411,-16.4186603324873,26.5057859265554,-15.0187174350857,3.21,1.51,"null","null","null",92.937,"2455",5.598,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.9011178398707,"null","null","null","null","null","null","null",17,"2","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2019-09-03","93.2",-3.3842559880292,5.45242506398309,"Max Scherzer",641645,453286,"null","called_strike",,,,,"11","null","R","L","R","WSH","NYM","S","null","null",0,0,2019,-1.20138302071432,1.3847464703029,"-0.56","3.25","null","null","null",0,3,"Top","null","null",,,"435559",,"190903_234655",9.67037842886964,-135.305410772706,-2.84509882869302,-16.3682055324456,26.471471531497,-15.1595379259181,3.05,1.44,"null","null","null",92.192,"2440",5.584,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.9150847111434,"null","null","null","null","null","null","null",17,"1","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"CH","2019-09-03","83.7",-3.55461302596808,5.21401967903492,"Max Scherzer",453943,453286,"strikeout","swinging_strike",,,,,"13","Todd Frazier strikes out swinging.  ","R","R","R","WSH","NYM","S",2,"null",2,2,2019,-1.09328509372808,-0.0901761023167667,"-0.17","1.45","null",607043,"null",2,2,"Top","null","null",,,"435559",,"190903_233418",9.95461743919045,-121.528351465906,-2.07890092742962,-12.769783955412,23.2879108985719,-32.8795839322479,3.15,1.6,"null","null","null",83.739,"1364",6.387,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.1126354955125,"null","null","0.00",1,0,0,"null",12,"6","Changeup",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2019-09-03","96.3",-3.52355122185004,5.11255041741752,"Max Scherzer",453943,453286,"null","foul",,,,,"11","null","R","R","R","WSH","NYM","S","null","null",2,2,2019,-0.652103075823417,1.20178231968639,"-1.11","3.38","null",607043,"null",2,2,"Top","null","null",,,"435559",,"190903_233346",7.81692811891389,-140.074164608733,-1.73818300396748,-10.1869843321378,29.8227207010973,-16.3151691585207,3.32,1.48,"null","null","null",96.029,"2422",6.027,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.4723235943723,"null","null","null","null","null","null","null",12,"5","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"SL","2019-09-03","85.8",-3.48688085574519,5.19532441807948,"Max Scherzer",453943,453286,"null","blocked_ball",,,,,"14","null","R","R","R","WSH","NYM","B","null","null",1,2,2019,0.218422087000951,0.0226821821445307,"1.43","0.03","null","null",607043,2,2,"Top","null","null",,,"435559",,"190903_233311",11.098001115073,-124.532609361708,-6.01276489265378,0.413700882263277,20.8649952458808,-31.1241722842281,3.23,1.54,"null","null","null",85.723,"1213",6.014,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.4858310331767,"null","null","null","null","null","null","null",12,"4","Slider",1,0,0,1,0,1,0,1,"Standard","Standard"
"SL","2019-09-03","86.4",-3.60506618833553,5.11131691127456,"Max Scherzer",453943,453286,"null","called_strike",,,,,"9","null","R","R","R","WSH","NYM","S","null","null",1,1,2019,0.194336985855024,0.128148924812137,"0.55","1.59","null","null",607043,2,2,"Top","null","null",,,"435559",,"190903_233221",9.41447109530379,-125.473268006546,-2.44690233711756,0.357981408927191,22.3632149114711,-30.6063667570411,3.21,1.57,"null","null","null",85.985,"2492",5.868,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.6310437753714,"null","null","null","null","null","null","null",12,"3","Slider",1,0,0,1,0,1,0,1,"Standard","Standard"
"SL","2019-09-03","86.1",-3.52151745906548,5.3332418514673,"Max Scherzer",453943,453286,"null","called_strike",,,,,"9","null","R","R","R","WSH","NYM","S","null","null",1,0,2019,0.202743593529555,0.0600374783864146,"0.30","1.76","null","null",607043,2,2,"Top","null","null",,,"435559",,"190903_233154",8.58193001533382,-125.121754416756,-2.40314932904783,0.603381523551637,21.9300218957194,-31.3407374979798,3.26,1.6,"null","null","null",85.649,"2408",5.781,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.7189535389234,"null","null","null","null","null","null","null",12,"2","Slider",1,0,0,1,0,1,0,1,"Standard","Standard"
"SL","2019-09-03","85.7",-3.57878688479378,5.19182344819957,"Max Scherzer",453943,453286,"null","ball",,,,,"14","null","R","R","R","WSH","NYM","B","null","null",0,0,2019,0.464902511866336,0.208271714908113,"1.48","1.68","null","null",607043,2,2,"Top","null","null",,,"435559",,"190903_233133",10.9269156916964,-124.333728349269,-2.40174058470183,2.60769038456017,24.4422423413947,-29.8036504992885,3.29,1.6,"null","null","null",84.938,"2304",5.917,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5826801670363,"null","null","null","null","null","null","null",12,"1","Slider",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2019-09-03","95.8",-3.43489531013587,5.39252902490455,"Max Scherzer",605412,453286,"field_out","hit_into_play",,,,,"4","Joe Panik lines out to left fielder Juan Soto.  ","R","L","R","WSH","NYM","X",7,"line_drive",2,2,2019,-0.894572597287338,1.24353028298038,"-0.61","2.14","null","null",607043,1,2,"Top","75.27","96.75",,,"435559",,"190903_233059",9.35805207800952,-139.130783837065,-5.69039862372207,-13.5164467676869,30.1387622040097,-15.1968340385355,3.12,1.48,"263","93.4","16",95.181,"2461",5.962,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5377528182844,"0.720","0.680","0.00",1,0,0,4,11,"5","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"CH","2019-09-03","85.0",-3.49990072596607,5.2439310411995,"Max Scherzer",605412,453286,"null","called_strike",,,,,"7","null","R","L","R","WSH","NYM","S","null","null",2,1,2019,-1.34501347739445,-0.00213054984317625,"-0.55","1.83","null","null",607043,1,2,"Top","null","null",,,"435559",,"190903_233023",9.53303284254555,-123.524323031145,-1.69055221377785,-15.4950096767383,22.5946517488365,-32.0933544432342,3.15,1.51,"null","null","null",84.948,"1463",6.146,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.3535108338927,"null","null","null","null","null","null","null",11,"4","Changeup",1,0,0,1,0,1,0,1,"Standard","Standard"
"CH","2019-09-03","85.3",-3.47516027312051,5.2839095735069,"Max Scherzer",605412,453286,"null","ball",,,,,"14","null","R","L","R","WSH","NYM","B","null","null",1,1,2019,-1.23779933761051,0.333216143668218,"0.17","0.74","null","null",607043,1,2,"Top","null","null",,,"435559",,"190903_232958",10.9370753826878,-123.75626966413,-5.03300838796258,-14.5974589484043,21.6578652301539,-28.0822308066731,3.12,1.57,"null","null","null",85.047,"1570",6.016,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.4839063691894,"null","null","null","null","null","null","null",11,"3","Changeup",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2019-09-03","93.8",-3.43561750877635,5.44843912809212,"Max Scherzer",605412,453286,"null","foul",,,,,"2","null","R","L","R","WSH","NYM","S","null","null",1,0,2019,-0.966864795761187,1.25286986196027,"-0.27","2.73","null","null",607043,1,2,"Top","null","null",,,"435559",,"190903_232936",10.101544364322,-136.238960870382,-3.98575140788757,-13.8057324334687,26.6367726519361,-16.2890866794354,3.18,1.65,"226","null","null",92.907,"2361",5.617,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.8824034881019,"null","null","null","null","null","null","null",11,"2","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2019-09-03","94.6",-3.45450597130682,5.49204065945681,"Max Scherzer",605412,453286,"null","ball",,,,,"11","null","R","L","R","WSH","NYM","B","null","null",0,0,2019,-1.04839253132516,1.26649913514443,"-0.34","3.29","null","null",607043,1,2,"Top","null","null",,,"435559",,"190903_232909",10.288131739962,-137.390857126058,-2.81471315018187,-15.1860554873384,28.1583608402345,-16.0257306198715,3.06,1.51,"null","null","null",93.802,"2392",5.76,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.7397103809386,"null","null","null","null","null","null","null",11,"1","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2019-09-03","96.5",-3.44084386521755,5.279095368413,"Max Scherzer",607043,453286,"walk","ball",,,,,"13","Brandon Nimmo walks.  ","R","L","R","WSH","NYM","B","null","null",3,2,2019,-0.955535919715891,1.19488035181219,"-1.56","2.28","null","null","null",1,2,"Top","null","null",,,"435559",,"190903_232836",7.04104670819103,-140.260893953155,-5.03639634564576,-13.8894723569791,29.7818095197822,-15.8374456730062,3.52,1.65,"null","null","null",95.646,"2485",5.723,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.7763123745127,"null","null","0.70",1,0,0,"null",10,"7","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"CU","2019-09-03","81.3",-3.34560104669363,5.49418886986797,"Max Scherzer",607043,453286,"null","ball",,,,,"13","null","R","L","R","WSH","NYM","B","null","null",2,2,2019,0.687593655798131,-0.177645740468615,"-0.18","1.08","null","null","null",1,2,"Top","null","null",,,"435559",,"190903_232811",5.73716517795236,-118.254018686738,-2.97274476407548,5.36629468236758,20.3049227141084,-33.5281589336192,3.58,1.74,"null","null","null",80.724,"2772",5.696,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.8030994137842,"null","null","null","null","null","null","null",10,"6","Curveball",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2019-09-03","96.0",-3.48839231206523,5.32904455533235,"Max Scherzer",607043,453286,"null","foul",,,,,"4","null","R","L","R","WSH","NYM","S","null","null",2,2,2019,-0.872170342372779,1.09929074495719,"-0.42","2.69","null","null","null",1,2,"Top","null","null",,,"435559",,"190903_232743",9.96958978204332,-139.435458893772,-3.83912345825823,-13.2980158567821,28.0681077751951,-17.3819084893735,3.61,1.69,"null","null","null",95.582,"2515",5.917,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5821405734132,"null","null","null","null","null","null","null",10,"5","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"CH","2019-09-03","86.2",-3.48785928827034,5.38090530972582,"Max Scherzer",607043,453286,"null","ball",,,,,"13","null","R","L","R","WSH","NYM","B","null","null",1,2,2019,-1.24972775590311,0.0816387238512051,"-1.05","1.40","null","null","null",1,2,"Top","null","null",,,"435559",,"190903_232718",8.22626404528963,-125.304886997136,-3.39803607610132,-14.6014468613364,23.2157158546385,-30.9041221470564,3.58,1.68,"null","null","null",85.931,"1463",5.988,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5117160943079,"null","null","null","null","null","null","null",10,"4","Changeup",1,0,0,1,0,1,0,1,"Strategic","Standard"
"CH","2019-09-03","85.4",-3.58383065360807,5.42520643096471,"Max Scherzer",607043,453286,"null","ball",,,,,"13","null","R","L","R","WSH","NYM","B","null","null",0,2,2019,-1.37860997269098,0.176593855462367,"-0.95","1.26","null","null","null",1,2,"Top","null","null",,,"435559",,"190903_232658",8.76956725784708,-123.954851138692,-3.81550036828109,-15.589500697145,23.0480363280699,-29.9078003907441,3.49,1.74,"null","null","null",84.506,"1611",5.69,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.809216596797,"null","null","null","null","null","null","null",10,"3","Changeup",1,0,0,1,0,1,0,1,"Strategic","Standard"
"FF","2019-09-03","94.7",-3.45885618557593,5.52915198952873,"Max Scherzer",607043,453286,"null","swinging_strike",,,,,"2","null","R","L","R","WSH","NYM","S","null","null",0,1,2019,-0.980485893276893,1.14802923179242,"-0.23","3.10","null","null","null",1,2,"Top","null","null",,,"435559",,"190903_232636",10.4347746324446,-137.539203741927,-3.16142887833715,-14.3647611345555,27.4554356089832,-17.3827706821721,3.52,1.69,"null","null","null",94.008,"2471",5.766,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.733241384487,"null","null","null","null","null","null","null",10,"2","4-Seam Fastball",1,0,0,1,0,1,0,1,"Strategic","Standard"
"FF","2019-09-03","94.9",-3.2789442516415,5.60873500908083,"Max Scherzer",607043,453286,"null","called_strike",,,,,"9","null","R","L","R","WSH","NYM","S","null","null",0,0,2019,-1.0209589852354,1.39833926183933,"0.38","2.01","null","null","null",1,2,"Top","null","null",,,"435559",,"190903_232619",11.616783134679,-137.48753814221,-6.68908132767442,-15.0915197856035,27.7942925664007,-13.5942731138991,3.58,1.74,"null","null","null",93.832,"2513",5.709,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.790450466834,"null","null","null","null","null","null","null",10,"1","4-Seam Fastball",1,0,0,1,0,1,0,1,"Strategic","Standard"
"FF","2019-09-03","94.5",-3.33212824832681,5.55637667091754,"Max Scherzer",467092,453286,"strikeout","swinging_strike",,,,,"11","Wilson Ramos strikes out swinging.  ","R","R","R","WSH","NYM","S",2,"null",1,2,2019,-0.820341087813109,1.32359254162259,"-0.57","4.14","null","null","null",0,2,"Top","null","null",,,"435559",,"190903_232546",8.95281212405014,-137.28929743849,-0.927435672950564,-12.2003153586821,29.0838918165242,-15.5720580323125,3.38,1.74,"null","null","null",94.137,"2507",6.07,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.4298806572739,"null","null","0.00",1,0,0,"null",9,"4","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"SL","2019-09-03","86.2",-3.59404482318842,5.20935097313195,"Max Scherzer",467092,453286,"null","ball",,,,,"14","null","R","R","R","WSH","NYM","B","null","null",0,2,2019,0.140402560364284,0.0303563381618285,"1.21","-0.60","null","null","null",0,2,"Top","null","null",,,"435559",,"190903_232522",11.0017458917881,-124.947317617204,-7.50476171749671,-0.727424793013766,24.7232494481205,-30.6091819014996,3.49,1.83,"null","null","null",85.327,"2568",5.9,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.599174738874,"null","null","null","null","null","null","null",9,"3","Slider",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2019-09-03","94.2",-3.56751834314771,5.25318287640517,"Max Scherzer",467092,453286,"null","foul",,,,,"11","null","R","R","R","WSH","NYM","S","null","null",0,1,2019,-0.904491100660166,1.25995126300576,"-1.15","2.78","null","null","null",0,2,"Top","null","null",,,"435559",,"190903_232458",8.19515745615182,-136.88985552518,-3.43382450929391,-13.0398044826209,30.6918220590143,-16.0377536422154,3.38,1.74,"null","null","null",93.451,"2596",5.958,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5418196765628,"null","null","null","null","null","null","null",9,"2","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
